"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"1",6250,36,0.1496,216.54,"D",4,"No Default",20.69,0,7,0.758,16,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"1",15000,60,0.2089,404.88,"F",10,"No Default",11.33,1,5,0.929,25,"Y","N","N","Gp3","Gp2","N","debt_consolidation"
"1",11000,36,0.1273,369.23,"C",5,"No Default",22.87,1,7,0.888,14,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"1",3700,36,0.0542,111.6,"A",10,"No Default",11.5,3,7,0.132,16,"Y","N","Y","Gp3","Gp2","N","debt_consolidation"
"1",16000,60,0.1171,353.58,"B",5,"No Default",19.73,0,10,0.64,23,"N","N","Y","Gp3","Gp5","Y","credit_card"
"1",14400,36,0.1347,488.49,"C",0,"No Default",10.35,0,12,0.6,17,"N","N","N","Gp3","Gp4","Y","credit_card"
"1",19000,60,0.1649,467.01,"D",6,"No Default",13.25,1,15,0.503,37,"N","Y","Y","Gp4","Gp4","Y","credit_card"
"1",10000,36,0.1037,324.42,"B",0,"No Default",17.11,0,9,0.597,23,"N","N","N","Gp4","Gp5","Y","credit_card"
"1",20000,36,0.1065,651.47,"B",10,"No Default",20.32,0,13,0.429,24,"Y","N","Y","Gp5","Gp3","Y","debt_consolidation"
"1",5000,36,0.0691,154.18,"A",5,"No Default",23.78,0,6,0.848,17,"N","N","N","Gp2","Gp5","Y","other"
"1",4800,36,0.1299,161.71,"C",10,"No Default",18.56,2,3,0.088,12,"Y","Y","N","Gp2","Gp1","Y","moving"
"1",20000,36,0.1221,666.3,"B",6,"No Default",3.1,0,8,0.004,12,"N","N","N","Gp3","Gp1","Y","car"
"1",9000,36,0.0962,288.81,"B",7,"No Default",3.31,0,14,0.188,25,"N","Y","Y","Gp4","Gp3","N","credit_card"
"1",5500,36,0.0766,171.49,"A",5,"No Default",3.23,2,6,0.311,11,"N","N","N","Gp2","Gp3","Y","car"
"1",18000,36,0.0988,579.79,"B",2,"No Default",16.45,0,10,0.148,45,"N","N","Y","Gp3","Gp1","Y","wedding"
"1",24000,60,0.1969,601.46,"E",0,"No Default",19.01,0,15,0.961,32,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"1",16000,36,0.0654,490.68,"A",0,"No Default",14.36,3,15,0.174,25,"N","N","Y","Gp3","Gp4","N","debt_consolidation"
"1",9000,36,0.1039,292.06,"B",0,"No Default",14.64,3,7,0.63,23,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",15000,36,0.164,530.33,"E",1,"No Default",3.57,8,4,0.62,5,"N","N","N","Gp1","Gp2","Y","small_business"
"1",7500,36,0.1149,247.29,"B",3,"No Default",15,3,11,0.488,27,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"1",6000,36,0.1075,195.73,"B",10,"No Default",2.06,1,4,0.133,23,"Y","N","Y","Gp2","Gp2","N","debt_consolidation"
"1",15000,36,0.1064,328.95,"B",10,"No Default",14.62,0,8,0.787,16,"Y","N","N","Gp4","Gp4","N","debt_consolidation"
"1",12000,60,0.1299,272.98,"C",0,"No Default",23.67,1,15,0.516,22,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",5000,60,0.2136,136.29,"F",6,"No Default",16.02,0,10,0.988,18,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",5400,36,0.1521,187.75,"D",4,"No Default",10.69,1,9,0.784,51,"N","Y","Y","Gp4","Gp3","N","debt_consolidation"
"0",11200,36,0.1134,368.48,"C",6,"No Default",6.92,0,9,0.582,11,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",12000,36,0.1461,413.71,"D",0,"No Default",5.05,2,6,0.004,9,"N","N","N","Gp5","Gp1","N","small_business"
"1",7000,36,0.0579,212.29,"A",8,"No Default",18.09,2,11,0.351,34,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",8000,36,0.0751,248.89,"A",2,"No Default",11.35,0,10,0.428,14,"N","N","N","Gp4","Gp4","N","credit_card"
"1",5000,36,0.079,156.46,"A",5,"No Default",4.41,0,4,0.344,4,"N","N","N","Gp1","Gp2","N","small_business"
"1",12000,36,0.0766,374.16,"A",6,"No Default",15.5,1,7,0.525,13,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",4000,36,0.0599,121.67,"A",10,"No Default",3.73,3,7,0,20,"Y","N","Y","Gp4","Gp1","N","major_purchase"
"1",1600,36,0.1284,53.79,"C",9,"No Default",2.46,1,4,0.83,16,"N","N","Y","Gp2","Gp1","Y","home_improvement"
"1",12000,36,0.1099,392.83,"B",10,"No Default",19.66,0,6,0.907,12,"Y","N","N","Gp4","Gp5","N","debt_consolidation"
"1",13500,36,0.0849,426.1,"A",0,"No Default",18.68,0,8,0.455,12,"N","N","Y","Gp5","Gp4","N","debt_consolidation"
"1",8400,36,0.1459,289.51,"D",7,"No Default",19.04,1,13,0.527,20,"N","N","Y","Gp3","Gp3","N","other"
"1",12000,60,0.1037,257.16,"B",3,"No Default",16.23,0,7,0.388,30,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",3000,36,0.08,94.01,"A",10,"No Default",2.6,0,2,0.234,10,"Y","Y","N","Gp1","Gp1","N","debt_consolidation"
"1",12000,36,0.0894,381.26,"A",10,"No Default",6,0,12,0.161,14,"Y","N","N","Gp2","Gp3","N","major_purchase"
"1",8000,36,0.1,258.14,"B",10,"No Default",18.98,1,11,0.492,25,"Y","N","Y","Gp2","Gp4","Y","home_improvement"
"1",11000,36,0.1689,391.58,"D",7,"No Default",15.31,0,7,0.851,17,"N","Y","Y","Gp2","Gp4","Y","major_purchase"
"1",10000,36,0.1171,330.76,"B",1,"No Default",19.82,0,12,0.88,37,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"1",15000,60,0.1839,384.1,"E",0,"No Default",12.43,3,10,0.197,16,"N","N","Y","Gp4","Gp2","Y","major_purchase"
"1",3500,36,0.1037,113.55,"B",3,"No Default",13.15,0,4,0.414,5,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"1",18000,36,0.1099,589.22,"B",10,"No Default",7.69,0,5,0.969,17,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",10000,36,0.1114,328.04,"B",0,"No Default",8.1,3,10,0,32,"N","N","N","Gp5","Gp4","Y","moving"
"1",10000,60,0.1491,237.43,"D",1,"No Default",15.35,1,5,0.622,28,"N","N","N","Gp3","Gp1","Y","car"
"1",13600,36,0.0999,438.77,"B",5,"No Default",13.9,0,5,0.819,15,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",25000,36,0.0999,806.57,"B",7,"No Default",14.31,0,10,0.049,18,"N","N","Y","Gp4","Gp1","Y","major_purchase"
"1",13500,36,0.0849,426.1,"A",7,"No Default",21.63,0,14,0.333,31,"N","N","Y","Gp4","Gp3","Y","credit_card"
"1",14900,36,0.1357,506.14,"C",2,"No Default",12,1,7,0.78,17,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"1",5000,36,0.1112,163.98,"B",5,"No Default",5.5,1,12,0.271,23,"N","N","Y","Gp4","Gp3","N","debt_consolidation"
"1",10200,36,0.0691,195.81,"A",6,"No Default",7.9,1,7,0.378,17,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",30000,36,0.1454,1033.22,"D",10,"No Default",18.53,1,10,0.607,18,"Y","N","N","Gp4","Gp5","Y","credit_card"
"0",14000,36,0.1249,468.29,"D",0,"No Default",20.68,4,21,0.742,35,"N","N","Y","Gp4","Gp3","N","credit_card"
"1",1500,36,0.0751,46.67,"A",6,"No Default",9.76,0,6,0.524,10,"N","N","N","Gp1","Gp2","Y","home_improvement"
"1",20050,60,0.1929,523.32,"E",1,"No Default",21.73,2,4,0.908,21,"N","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"1",4000,36,0.1349,135.73,"C",4,"No Default",13.41,1,13,0.681,30,"N","N","N","Gp4","Gp1","N","medical"
"1",25000,60,0.1719,623.88,"E",10,"No Default",17.36,1,12,0.632,35,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",24000,36,0.079,750.97,"A",10,"No Default",15.56,0,14,0.436,19,"Y","N","N","Gp3","Gp5","Y","debt_consolidation"
"1",19000,60,0.1669,469.04,"E",9,"No Default",13.84,3,12,0.524,19,"N","Y","N","Gp4","Gp4","Y","debt_consolidation"
"1",2300,36,0.079,71.97,"A",10,"No Default",12.76,0,8,0.65,24,"Y","N","Y","Gp5","Gp4","Y","other"
"1",6000,36,0.0991,193.35,"B",4,"No Default",14.95,0,5,0.949,19,"N","N","Y","Gp4","Gp5","N","home_improvement"
"1",14400,36,0.0999,464.58,"B",0,"No Default",14.21,0,13,0.41,21,"N","N","Y","Gp5","Gp4","Y","home_improvement"
"1",15500,36,0.0925,494.71,"B",2,"No Default",5.11,0,10,0.071,51,"N","N","Y","Gp5","Gp1","Y","home_improvement"
"1",5625,60,0.2003,149.13,"G",0,"No Default",22.91,2,14,0.868,31,"N","Y","N","Gp4","Gp3","Y","debt_consolidation"
"1",18000,36,0.0662,552.67,"A",2,"No Default",6.35,0,8,0.25,13,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",8000,60,0.1521,191.21,"D",10,"No Default",17.71,0,13,0.497,26,"Y","N","Y","Gp4","Gp4","Y","renewable_energy"
"1",25000,60,0.2077,462.43,"G",3,"No Default",17.59,0,10,0.986,18,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",6000,36,0.0999,193.58,"B",3,"No Default",14.79,0,7,0.449,12,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"1",10000,60,0.1075,216.18,"B",10,"No Default",7.49,0,8,0.007,21,"Y","N","Y","Gp4","Gp1","N","car"
"1",13500,36,0.1223,449.88,"C",6,"No Default",19.88,0,7,0.752,22,"N","Y","N","Gp2","Gp4","Y","debt_consolidation"
"1",7000,36,0.0749,217.72,"A",4,"No Default",23.7,0,17,0.472,47,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"1",20000,36,0.1479,691.26,"C",1,"No Default",15.83,1,8,0.899,25,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",16000,60,0.1727,399.97,"D",4,"No Default",12.84,1,18,0.22,42,"N","N","Y","Gp5","Gp2","Y","other"
"0",25000,36,0.1253,836.66,"B",10,"No Default",23.74,2,21,0.606,41,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",8000,60,0.1037,171.44,"B",5,"No Default",20.69,0,13,0.31,19,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",5000,36,0.0749,155.51,"A",2,"No Default",11.2,0,5,0.41,14,"N","Y","N","Gp2","Gp1","N","debt_consolidation"
"1",5000,36,0.074,155.3,"A",7,"No Default",13.58,0,6,0.352,31,"N","N","Y","Gp2","Gp5","N","debt_consolidation"
"1",30000,60,0.1969,789.66,"E",5,"No Default",12.05,2,15,0.946,52,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",8500,60,0.1112,185.32,"B",2,"No Default",14.42,0,19,0.211,33,"N","N","N","Gp3","Gp2","N","car"
"1",7000,36,0.0888,222.21,"B",3,"No Default",11.83,0,5,0.099,9,"N","N","N","Gp1","Gp1","Y","small_business"
"1",12000,60,0.1242,269.49,"B",10,"No Default",6.69,0,8,0.226,13,"Y","N","N","Gp3","Gp2","Y","credit_card"
"1",20000,36,0.1158,247.61,"B",3,"No Default",14.52,2,7,0.578,18,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"1",7500,60,0.1186,166.31,"B",5,"No Default",5.44,0,3,0.436,22,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",7200,36,0.1038,233.62,"B",9,"No Default",21.85,0,14,0.479,26,"N","N","N","Gp4","Gp2","Y","major_purchase"
"0",5000,36,0.1461,172.38,"D",7,"No Default",20.21,4,11,0.388,38,"N","N","N","Gp1","Gp2","Y","credit_card"
"1",5400,36,0.1178,178.8,"C",3,"No Default",10.57,3,12,0.212,29,"N","N","Y","Gp2","Gp3","N","credit_card"
"1",2000,36,0.1385,68.21,"C",8,"No Default",7.94,1,5,0.458,20,"N","Y","N","Gp2","Gp2","N","major_purchase"
"1",20000,36,0.1114,656.07,"B",1,"No Default",11.31,0,6,0.079,17,"N","N","N","Gp4","Gp1","N","other"
"1",4000,60,0.1065,86.28,"B",3,"No Default",11.34,1,6,0.348,15,"N","N","Y","Gp4","Gp3","N","car"
"1",13000,60,0.1528,311.19,"D",4,"No Default",14.21,1,15,0.512,23,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"1",6025,36,0.0963,193.37,"B",7,"No Default",15.51,0,5,0.81,17,"N","Y","N","Gp2","Gp2","Y","credit_card"
"1",4200,36,0.0999,135.51,"B",10,"No Default",13.67,0,7,0.263,11,"Y","N","Y","Gp2","Gp3","N","other"
"1",9750,36,0.1,314.61,"B",0,"No Default",19.01,0,9,0.647,16,"N","N","Y","Gp2","Gp4","N","credit_card"
"1",7000,36,0.1268,234.79,"C",2,"No Default",16.8,2,9,0.885,16,"N","N","Y","Gp2","Gp3","N","home_improvement"
"1",15000,36,0.1059,488.18,"B",5,"No Default",5.98,1,20,0.079,53,"N","Y","N","Gp3","Gp2","Y","debt_consolidation"
"1",3700,36,0.0599,112.55,"A",2,"No Default",15.14,2,8,0,25,"N","N","Y","Gp4","Gp1","N","other"
"1",6000,36,0.0849,189.38,"A",3,"No Default",0.62,0,7,0.036,14,"N","N","N","Gp4","Gp1","Y","major_purchase"
"1",7200,36,0.0699,222.29,"A",10,"No Default",22.98,1,16,0.289,30,"Y","N","Y","Gp5","Gp5","Y","car"
"1",21000,36,0.1411,718.81,"D",2,"No Default",5.19,2,7,0.641,11,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"1",8000,36,0.1103,262.03,"C",0,"No Default",14.8,0,6,0.57,9,"N","N","N","Gp2","Gp3","N","credit_card"
"1",4800,36,0.1199,159.41,"B",1,"No Default",12.05,0,9,0.811,26,"N","Y","Y","Gp5","Gp5","N","other"
"1",16000,36,0.1158,528.22,"B",1,"No Default",7.6,0,10,0.609,21,"N","N","N","Gp5","Gp5","Y","car"
"1",1500,36,0.1287,50.45,"C",10,"No Default",22.71,1,3,0.705,12,"Y","Y","N","Gp1","Gp1","N","moving"
"1",15000,60,0.164,367.97,"E",1,"No Default",7.08,0,8,0.602,31,"N","N","Y","Gp5","Gp2","Y","debt_consolidation"
"1",6400,60,0.1491,151.96,"D",6,"No Default",12.96,1,3,0.1,5,"N","N","N","Gp1","Gp1","Y","small_business"
"1",7000,36,0.0749,217.72,"A",10,"No Default",13.16,0,12,0.061,39,"Y","N","Y","Gp1","Gp2","Y","debt_consolidation"
"1",2100,36,0.1221,69.97,"B",0,"No Default",19.35,0,6,0,18,"N","N","N","Gp1","Gp1","N","educational"
"1",3000,36,0.1171,99.23,"B",0,"No Default",15.23,0,5,0.863,8,"N","N","Y","Gp2","Gp1","N","home_improvement"
"1",12000,36,0.1037,389.3,"B",8,"No Default",11,0,19,0.542,46,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",4800,36,0.0932,153.35,"A",1,"No Default",17.26,0,17,0.268,31,"N","N","Y","Gp4","Gp5","Y","credit_card"
"1",15000,60,0.1149,211.64,"B",9,"No Default",8.09,0,4,0.452,15,"N","N","Y","Gp3","Gp3","Y","credit_card"
"0",20000,60,0.1682,495.12,"E",10,"No Default",15.44,4,13,0.677,40,"Y","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",2700,36,0.1074,88.07,"B",10,"No Default",14.44,1,6,0.956,20,"Y","N","Y","Gp3","Gp5","N","small_business"
"1",20000,36,0.1218,666,"B",7,"No Default",6.96,0,8,0.461,18,"N","Y","N","Gp4","Gp3","N","debt_consolidation"
"1",5000,60,0.0749,100.17,"A",10,"No Default",13.59,0,9,0.097,23,"Y","N","Y","Gp4","Gp2","N","car"
"1",3500,36,0.0699,108.06,"A",1,"No Default",25,0,15,0.036,29,"N","N","Y","Gp1","Gp1","Y","debt_consolidation"
"1",10000,36,0.1496,346.47,"D",4,"No Default",19.65,0,10,0.947,19,"N","N","Y","Gp2","Gp5","N","debt_consolidation"
"1",10000,36,0.0599,304.18,"A",1,"No Default",2.2,1,10,0.114,21,"N","N","Y","Gp3","Gp2","N","major_purchase"
"1",11000,36,0.0749,342.12,"A",10,"No Default",22.6,0,12,0.312,26,"Y","N","Y","Gp3","Gp4","Y","home_improvement"
"1",15500,60,0.1349,356.58,"C",4,"No Default",11.19,2,6,0.57,8,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",12000,36,0.0603,365.23,"A",0,"No Default",6.7,0,7,0.651,20,"N","N","Y","Gp5","Gp3","N","debt_consolidation"
"1",14400,36,0.1799,520.53,"E",1,"No Default",12.23,1,7,0.967,12,"N","N","N","Gp4","Gp4","N","credit_card"
"1",11000,36,0.0691,339.2,"A",0,"No Default",12.27,0,5,0.588,14,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"1",7000,36,0.08,219.36,"A",0,"No Default",6.61,3,10,0,17,"N","N","Y","Gp2","Gp1","Y","other"
"0",5000,36,0.0859,158.06,"A",2,"No Default",19.08,2,7,0.35,23,"N","N","Y","Gp5","Gp5","N","home_improvement"
"1",16800,36,0.1562,587.5,"D",6,"No Default",19.03,1,6,0.921,10,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",16500,36,0.0749,513.18,"A",5,"No Default",9.08,0,8,0.763,20,"N","N","Y","Gp3","Gp4","N","credit_card"
"1",4000,60,0.1557,96.37,"D",9,"No Default",24.7,1,7,0.791,11,"N","N","N","Gp3","Gp2","Y","other"
"1",9000,36,0.079,281.62,"A",6,"No Default",17.62,2,11,0.31,17,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"1",18000,36,0.1496,623.61,"D",10,"No Default",10.71,0,10,0.981,26,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"1",3200,36,0.1149,105.51,"B",3,"No Default",19.66,2,11,0.288,12,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",6300,60,0.1306,143.54,"C",8,"No Default",9.83,0,7,0,15,"N","N","Y","Gp5","Gp1","Y","home_improvement"
"1",5000,36,0.0542,150.8,"A",2,"No Default",12.75,0,12,0.219,33,"N","N","Y","Gp3","Gp5","N","major_purchase"
"1",5000,36,0.0662,153.52,"A",6,"No Default",26.79,0,7,0.848,20,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"1",3200,36,0.0768,99.81,"A",10,"No Default",12.29,2,20,0.036,41,"Y","N","Y","Gp3","Gp3","N","major_purchase"
"1",3000,36,0.0888,95.24,"B",10,"No Default",14.12,0,8,0.933,24,"Y","N","Y","Gp5","Gp5","N","major_purchase"
"1",12000,36,0.1186,397.77,"B",10,"No Default",16.35,0,10,0.924,26,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"1",4000,36,0.1111,131.17,"B",10,"No Default",9.56,0,4,0.825,17,"Y","N","N","Gp2","Gp1","Y","debt_consolidation"
"1",10200,36,0.1268,342.11,"C",3,"No Default",17.71,1,8,0.88,15,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"1",11000,36,0.0751,342.21,"A",1,"No Default",11.61,0,12,0.236,32,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"1",10400,36,0.1316,351.21,"C",7,"No Default",6.73,0,9,0.307,16,"N","Y","Y","Gp4","Gp2","Y","debt_consolidation"
"1",10750,36,0.1025,348.14,"B",3,"No Default",20.24,0,5,0.496,7,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",12000,36,0.1287,403.6,"C",10,"No Default",7.15,0,12,0.7,13,"Y","N","Y","Gp4","Gp4","N","credit_card"
"1",35000,36,0.089,1111.37,"A",0,"No Default",17.25,0,11,0.643,33,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"0",3000,36,0.1766,107.95,"G",7,"No Default",26.77,1,15,0.531,26,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",15000,36,0.0579,454.91,"A",6,"No Default",19.92,1,21,0.154,52,"N","N","Y","Gp2","Gp3","Y","home_improvement"
"1",9600,60,0.1112,209.31,"B",4,"No Default",11.97,0,6,0.032,26,"N","N","Y","Gp1","Gp1","Y","medical"
"1",3525,36,0.0662,108.24,"A",2,"No Default",12.92,0,5,0.622,18,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",8000,60,0.1632,195.91,"D",2,"No Default",17.73,2,12,0.434,16,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",20000,60,0.0691,243.53,"A",6,"No Default",5.05,1,10,0.352,35,"N","N","Y","Gp5","Gp4","Y","home_improvement"
"1",8000,36,0.0579,241.86,"A",6,"No Default",12.48,1,8,0.364,18,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",15000,60,0.1112,327.04,"B",10,"No Default",12.55,1,10,0.041,21,"Y","N","Y","Gp3","Gp1","Y","credit_card"
"1",8000,60,0.1186,177.4,"B",0,"No Default",7.01,0,5,0.31,11,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",6000,36,0.0788,187.69,"A",3,"No Default",12.56,3,5,0.119,9,"N","N","Y","Gp3","Gp1","Y","home_improvement"
"1",12500,36,0.1392,426.72,"C",0,"No Default",4.95,1,13,0.141,40,"N","N","Y","Gp5","Gp4","N","small_business"
"1",20000,60,0.1839,512.13,"E",1,"No Default",20.08,1,16,0.353,17,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",14125,60,0.1269,319.16,"B",10,"No Default",7.76,3,13,0.244,29,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",8000,36,0.0932,255.58,"A",1,"No Default",10.73,3,14,0.277,42,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"1",17475,60,0.1479,264.04,"C",10,"No Default",28.85,3,10,0.184,36,"Y","N","Y","Gp2","Gp5","Y","small_business"
"1",25000,36,0.1361,849.72,"C",4,"No Default",12.9,0,7,0.906,16,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",4000,36,0.1242,133.67,"B",3,"No Default",14.26,0,6,0.961,13,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",6000,36,0.1347,203.54,"C",1,"No Default",20.25,1,4,0.321,7,"N","N","N","Gp1","Gp1","N","wedding"
"1",7000,36,0.0751,217.77,"A",1,"No Default",18.83,1,13,0.023,22,"N","N","N","Gp5","Gp1","Y","major_purchase"
"1",10400,36,0.1221,346.48,"B",4,"No Default",13.81,0,7,0.769,13,"N","N","N","Gp4","Gp4","Y","credit_card"
"1",4000,36,0.1459,137.86,"D",2,"No Default",5.08,0,5,0.787,5,"N","N","N","Gp1","Gp1","N","wedding"
"1",12000,36,0.0542,361.92,"A",1,"No Default",7.54,0,6,0.095,18,"N","N","Y","Gp5","Gp2","N","home_improvement"
"1",3000,36,0.1075,97.87,"B",7,"No Default",14.08,0,8,0.056,24,"N","Y","N","Gp1","Gp1","Y","debt_consolidation"
"1",14000,60,0.1527,335.05,"C",5,"No Default",9.09,1,4,0.605,15,"N","N","N","Gp4","Gp3","N","small_business"
"0",5000,36,0.097,160.64,"B",6,"No Default",7.24,3,6,0.157,7,"N","N","N","Gp1","Gp1","N","other"
"1",25000,60,0.1669,617.16,"E",7,"No Default",14.44,0,18,0.55,39,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",8000,36,0.0542,241.28,"A",1,"No Default",8.85,0,15,0.201,37,"N","N","Y","Gp3","Gp3","N","credit_card"
"1",13000,36,0.1565,454.8,"D",7,"No Default",19.04,0,9,0.962,13,"N","N","N","Gp4","Gp4","N","credit_card"
"1",12250,36,0.1273,411.19,"C",10,"No Default",16.63,0,8,0.419,34,"Y","N","Y","Gp2","Gp3","N","small_business"
"1",10000,36,0.0788,312.82,"A",6,"No Default",15.9,0,10,0.38,27,"N","N","N","Gp3","Gp5","N","debt_consolidation"
"1",5500,36,0.1269,184.5,"B",4,"No Default",18.59,1,10,0.839,24,"N","N","Y","Gp4","Gp5","N","major_purchase"
"1",5000,36,0.0751,155.56,"A",3,"No Default",0.97,2,7,0.007,8,"N","N","N","Gp1","Gp1","Y","major_purchase"
"1",8575,36,0.1562,299.87,"D",2,"No Default",23.59,1,8,0.523,13,"N","N","N","Gp1","Gp4","N","other"
"1",15000,60,0.1199,333.6,"B",8,"No Default",7.97,0,11,0.411,29,"N","N","Y","Gp4","Gp5","Y","credit_card"
"1",13000,36,0.157,455.15,"D",2,"No Default",15.14,0,7,0.567,10,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"1",16000,36,0.1306,539.57,"C",10,"No Default",12.72,0,10,0.734,27,"Y","N","N","Gp4","Gp5","Y","major_purchase"
"1",8000,36,0.0932,255.58,"A",10,"No Default",16.02,3,6,0.349,17,"Y","N","Y","Gp2","Gp2","Y","home_improvement"
"1",25000,36,0.1496,866.13,"D",7,"No Default",0.47,3,15,0.065,34,"N","N","N","Gp5","Gp2","N","small_business"
"0",20000,36,0.1521,695.37,"D",10,"No Default",15.81,4,18,0.5,54,"Y","Y","Y","Gp5","Gp4","Y","debt_consolidation"
"1",9000,36,0.0991,290.03,"B",0,"No Default",8.88,2,4,0,18,"N","N","Y","Gp3","Gp1","Y","car"
"1",4000,36,0.1435,137.4,"C",3,"No Default",11.12,1,30,0.044,60,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",12000,36,0.1062,390.72,"B",1,"No Default",23.04,0,6,0.797,14,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",25000,36,0.1349,848.27,"C",10,"No Default",12.81,0,11,0.765,30,"Y","N","Y","Gp5","Gp2","Y","credit_card"
"1",6400,36,0.1306,215.83,"C",10,"No Default",24.52,1,17,0.785,63,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",12000,36,0.0788,297.96,"A",4,"No Default",10.38,0,12,0.293,32,"N","N","Y","Gp5","Gp4","Y","credit_card"
"1",8400,60,0.1528,201.08,"D",1,"No Default",19.84,0,5,0.955,8,"N","N","Y","Gp1","Gp2","Y","credit_card"
"1",6000,36,0.0774,187.32,"A",10,"No Default",22.9,2,12,0.649,34,"Y","N","Y","Gp4","Gp5","Y","car"
"1",24000,36,0.1136,789.87,"B",7,"No Default",23.6,0,13,0.57,26,"N","N","N","Gp4","Gp5","N","debt_consolidation"
"1",3300,36,0.0699,101.88,"A",1,"No Default",20.04,2,10,0,16,"N","N","N","Gp2","Gp1","N","other"
"1",9250,36,0.1357,314.21,"C",3,"No Default",19.26,2,4,0,5,"N","N","N","Gp1","Gp1","N","other"
"1",9000,36,0.0692,277.57,"A",10,"No Default",22.12,1,5,0.495,17,"Y","N","N","Gp1","Gp4","Y","credit_card"
"0",10925,60,0.1595,265.39,"E",3,"No Default",5.61,5,3,0.302,18,"N","N","Y","Gp5","Gp5","Y","medical"
"1",4500,36,0.1171,148.85,"B",5,"No Default",7.11,1,5,0.526,9,"N","N","Y","Gp1","Gp2","N","car"
"1",15000,60,0.1899,389.03,"F",1,"No Default",9.72,2,21,0.406,49,"N","Y","Y","Gp5","Gp5","Y","debt_consolidation"
"1",5000,36,0.0603,152.18,"A",10,"No Default",17.82,0,10,0.03,37,"Y","N","Y","Gp4","Gp5","N","car"
"1",10000,36,0.0749,311.02,"A",10,"No Default",1.75,1,4,0.349,21,"Y","N","Y","Gp4","Gp2","Y","other"
"1",1500,36,0.1287,50.45,"C",3,"No Default",19.8,0,6,0.861,10,"N","N","N","Gp1","Gp2","N","debt_consolidation"
