"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","verified","purpose_mod","revolbal_bin","loanstatus"
"1",11000,36,0.0699,339.6,"A",9,"No Default",19.48,5,13,0.088,31,"N","N","Y","Gp4","Y","major_purchase","Gp2","No Default"
"1",10000,36,0.0729,310.1,"A",3,"No Default",4.7,1,10,0.369,22,"N","N","N","Gp4","Y","medical","Gp3","No Default"
"1",3000,36,0.1533,104.49,"D",2,"No Default",1.69,1,3,0.828,3,"N","N","N","Gp2","N","other","Gp1","No Default"
"1",3000,36,0.1114,98.42,"B",1,"No Default",8.7,0,5,0.392,5,"N","N","N","Gp1","N","credit_card","Gp3","No Default"
"1",10000,36,0.1398,341.68,"C",5,"No Default",9.44,0,6,0.857,9,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",14000,36,0.1379,477.06,"C",7,"No Default",3.7,3,6,0.63,16,"N","Y","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",24000,60,0.1361,553.6,"C",5,"No Default",16.3,2,5,0.898,11,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",2400,36,0.1442,82.52,"D",10,"No Default",9.69,0,23,0.72,44,"Y","Y","Y","Gp5","Y","home_improvement","Gp5","No Default"
"1",6300,36,0.1075,205.51,"B",4,"No Default",16.55,0,4,0.497,10,"N","N","N","Gp3","Y","credit_card","Gp4","No Default"
"1",6000,36,0.0691,185.02,"A",2,"No Default",20.13,1,10,0.78,31,"N","N","Y","Gp5","N","debt_consolidation","Gp4","No Default"
"1",5750,36,0.0999,185.51,"B",3,"No Default",7.63,0,7,0.141,10,"N","N","N","Gp5","Y","car","Gp1","No Default"
"1",8000,36,0.1292,269.25,"D",10,"No Default",4.08,3,19,0.131,39,"Y","Y","N","Gp4","N","debt_consolidation","Gp1","No Default"
"1",6500,36,0.0749,202.17,"A",6,"No Default",13.59,0,12,0.436,29,"N","N","Y","Gp5","Y","debt_consolidation","Gp2","No Default"
"1",3000,36,0.0603,91.31,"A",4,"No Default",1.18,0,7,0.004,23,"N","N","Y","Gp3","N","car","Gp1","No Default"
"1",6000,36,0.1033,110.24,"B",1,"No Default",1.79,2,3,0.511,9,"N","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",1200,36,0.0749,37.33,"A",3,"No Default",12.22,1,5,0.205,5,"N","N","N","Gp1","N","major_purchase","Gp1","No Default"
"1",8000,36,0.1677,284.31,"D",4,"No Default",17.02,1,14,0.5,30,"N","Y","N","Gp3","Y","debt_consolidation","Gp2","No Default"
"1",15000,60,0.0691,296.39,"A",9,"No Default",12.87,0,11,0.13,38,"N","Y","Y","Gp4","Y","home_improvement","Gp2","No Default"
"1",4800,36,0.0579,145.57,"A",3,"No Default",25.74,1,6,0.145,20,"N","N","Y","Gp1","Y","other","Gp1","No Default"
"1",6500,36,0.1095,212.64,"B",2,"No Default",13.38,1,6,0.484,11,"N","N","N","Gp3","N","credit_card","Gp3","No Default"
"1",13500,60,0.1677,333.85,"D",7,"No Default",24.01,2,12,0.688,30,"N","N","N","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",25000,60,0.1398,581.45,"C",3,"No Default",12.86,0,7,0.82,17,"N","N","Y","Gp4","Y","debt_consolidation","Gp4","No Default"
"1",4000,36,0.0768,124.76,"A",1,"No Default",10.74,3,11,0.137,18,"N","N","N","Gp2","Y","other","Gp1","No Default"
"1",2200,36,0.1074,71.76,"B",8,"No Default",13.39,2,15,0.617,43,"N","N","N","Gp4","N","moving","Gp3","No Default"
"1",5000,36,0.1199,166.05,"B",6,"No Default",13.21,1,7,0.444,7,"N","N","Y","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",4000,36,0.1269,134.18,"B",0,"No Default",2.5,3,3,0.35,7,"N","N","N","Gp1","Y","major_purchase","Gp1","No Default"
"1",3000,36,0.1528,104.41,"D",10,"No Default",0.46,1,2,0.917,10,"Y","N","N","Gp1","Y","small_business","Gp1","No Default"
"1",2500,36,0.0729,77.53,"A",0,"No Default",11.25,1,8,0.051,16,"N","N","Y","Gp1","Y","home_improvement","Gp1","No Default"
"1",9000,36,0.1825,326.51,"F",10,"No Default",19.21,0,27,0.449,56,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",9000,60,0.1261,202.99,"C",10,"No Default",15.48,3,7,0.114,31,"Y","Y","Y","Gp4","Y","debt_consolidation","Gp1","No Default"
"1",15000,36,0.0699,463.09,"A",10,"No Default",0.6,0,5,0.154,18,"Y","N","Y","Gp4","Y","debt_consolidation","Gp1","No Default"
"1",35000,36,0.1749,1256.4,"D",1,"No Default",13.36,2,11,0.593,16,"N","Y","Y","Gp5","Y","credit_card","Gp3","No Default"
"1",25000,60,0.1306,569.6,"C",1,"No Default",26.4,0,11,0.474,21,"N","N","Y","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",5000,36,0.1306,168.62,"C",9,"No Default",17.69,1,4,0.636,7,"N","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",25850,36,0.079,808.86,"A",10,"No Default",8.86,2,15,0.312,61,"Y","N","Y","Gp3","Y","credit_card","Gp5","No Default"
"1",2400,36,0.1399,82.02,"C",10,"No Default",5.54,2,8,0.255,22,"Y","N","Y","Gp3","N","home_improvement","Gp2","No Default"
"1",2000,36,0.1171,66.16,"B",7,"No Default",14.63,0,8,0.837,12,"N","N","N","Gp1","N","debt_consolidation","Gp3","No Default"
"1",12000,36,0.1199,398.52,"B",10,"No Default",21.58,0,12,0.581,21,"Y","Y","N","Gp3","N","debt_consolidation","Gp4","No Default"
"1",30000,60,0.2011,796.66,"G",10,"No Default",6.92,3,3,0.327,32,"Y","Y","Y","Gp4","Y","small_business","Gp1","No Default"
"1",15000,36,0.0603,456.54,"A",3,"No Default",0.26,0,8,0,20,"N","N","Y","Gp5","Y","home_improvement","Gp1","No Default"
"1",7775,36,0.1221,259.03,"B",10,"No Default",14.86,3,10,0.387,42,"Y","N","Y","Gp3","N","debt_consolidation","Gp3","No Default"
"0",3200,36,0.1311,107.99,"C",9,"No Default",13.31,4,5,0.943,15,"N","N","Y","Gp3","N","other","Gp5","No Default"
"1",3000,36,0.1062,97.68,"B",9,"No Default",22.15,0,13,0.704,20,"N","N","Y","Gp2","N","other","Gp4","No Default"
"1",9500,36,0.0788,297.17,"A",1,"No Default",10.56,0,13,0.092,34,"N","N","N","Gp1","N","credit_card","Gp2","No Default"
"1",13650,60,0.1649,253.78,"D",2,"No Default",4.77,1,10,0.198,20,"N","N","N","Gp2","Y","major_purchase","Gp2","No Default"
"1",9600,36,0.079,300.39,"A",1,"No Default",16.13,1,15,0.226,34,"N","N","N","Gp4","N","credit_card","Gp1","No Default"
"1",5000,36,0.08,156.69,"A",2,"No Default",6.39,0,7,0,14,"N","N","N","Gp4","N","educational","Gp1","No Default"
"1",15500,36,0.0788,484.85,"A",0,"No Default",7.05,1,8,0.346,21,"N","N","N","Gp5","N","credit_card","Gp4","No Default"
"1",24000,36,0.1774,864.51,"E",10,"No Default",6.18,2,8,0.755,12,"Y","N","Y","Gp3","Y","small_business","Gp5","No Default"
"1",3000,36,0.0991,96.68,"B",3,"No Default",12.56,2,11,0.431,11,"N","N","N","Gp1","Y","credit_card","Gp3","No Default"
"1",35000,60,0.1427,819.3,"C",0,"No Default",1.99,3,10,0.401,15,"N","N","N","Gp5","Y","other","Gp3","No Default"
"1",16800,36,0.0654,330.44,"A",10,"No Default",7.4,0,8,0.407,25,"Y","N","N","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",12000,36,0.0692,370.09,"A",10,"No Default",3.53,1,13,0.14,34,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",7000,36,0.1287,235.44,"C",0,"No Default",9.79,1,5,0.655,12,"N","N","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",10000,36,0.0749,311.02,"A",7,"No Default",10.64,0,7,0.407,17,"N","N","Y","Gp3","Y","credit_card","Gp3","No Default"
"1",20000,36,0.1253,669.33,"B",0,"No Default",2.6,2,4,0.761,9,"N","N","Y","Gp3","N","home_improvement","Gp2","No Default"
"1",6000,36,0.1379,204.46,"C",2,"No Default",17.59,2,10,0.546,11,"N","N","N","Gp2","Y","wedding","Gp3","No Default"
"1",8000,36,0.1099,261.88,"B",0,"No Default",18.49,0,9,0.933,24,"N","N","N","Gp1","N","credit_card","Gp5","No Default"
"1",7000,60,0.1669,172.81,"E",2,"No Default",5.1,2,5,0.661,9,"N","N","Y","Gp3","N","debt_consolidation","Gp2","No Default"
"1",8000,36,0.1287,269.07,"C",5,"No Default",9.52,0,7,0.519,15,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",16000,60,0.1349,368.08,"C",3,"No Default",6.76,0,5,0.461,29,"N","N","N","Gp3","N","debt_consolidation","Gp2","No Default"
"1",9600,36,0.0542,289.54,"A",5,"No Default",12.81,0,8,0.073,21,"N","N","N","Gp4","N","debt_consolidation","Gp2","No Default"
"1",7500,36,0.1496,259.85,"D",3,"No Default",17.6,0,17,0.312,38,"N","N","N","Gp4","N","car","Gp4","No Default"
"1",10000,36,0.1186,331.48,"B",1,"No Default",12.79,0,11,0.503,26,"N","Y","N","Gp3","N","debt_consolidation","Gp3","No Default"
"1",8000,36,0.092,255.15,"B",1,"No Default",1.03,1,3,0.128,4,"N","N","N","Gp1","N","medical","Gp1","No Default"
"1",22000,36,0.0699,679.2,"A",0,"No Default",6.44,0,6,0.88,35,"N","N","Y","Gp5","Y","credit_card","Gp5","No Default"
"1",16000,60,0.1714,398.85,"E",10,"No Default",21.57,3,13,0.83,25,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",5000,36,0.1065,162.87,"B",10,"No Default",10.79,2,13,0.524,44,"Y","N","Y","Gp5","N","vacation","Gp4","No Default"
"1",7000,36,0.1496,242.52,"D",4,"No Default",3.71,0,4,0.437,4,"N","N","N","Gp2","N","major_purchase","Gp1","No Default"
"1",7500,36,0.1141,247,"C",3,"No Default",14.65,0,5,0.471,10,"N","N","N","Gp4","N","credit_card","Gp2","No Default"
"1",10000,36,0.1347,339.23,"C",10,"No Default",8.51,1,7,0.779,18,"Y","N","N","Gp3","N","credit_card","Gp4","No Default"
"1",24250,36,0.1253,811.56,"B",10,"No Default",12.7,1,10,0.266,22,"Y","N","Y","Gp5","N","home_improvement","Gp5","No Default"
"1",4500,36,0.1223,149.96,"C",10,"No Default",22.24,1,4,0.587,23,"Y","Y","N","Gp3","Y","debt_consolidation","Gp4","No Default"
"1",9600,36,0.1387,327.5,"D",10,"No Default",18.62,3,20,0.827,52,"Y","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",8950,36,0.0617,272.97,"A",0,"No Default",13.8,0,11,0.496,22,"N","N","N","Gp1","N","debt_consolidation","Gp3","No Default"
"1",10000,36,0.0662,307.04,"A",10,"No Default",5.85,0,15,0.331,33,"Y","Y","Y","Gp5","Y","other","Gp4","No Default"
"1",5625,60,0.1343,129.23,"C",1,"No Default",5.89,1,4,0.501,7,"N","N","Y","Gp1","N","car","Gp1","No Default"
"1",22000,36,0.0691,474.88,"A",8,"No Default",18.28,4,15,0.127,43,"N","N","Y","Gp5","Y","debt_consolidation","Gp2","No Default"
"1",24000,36,0.1099,785.65,"B",9,"No Default",3.72,1,4,0.21,24,"N","N","N","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",13800,60,0.1565,333.03,"D",7,"No Default",16.83,8,11,0.056,20,"N","N","Y","Gp1","Y","car","Gp1","No Default"
"1",25000,60,0.1969,658.05,"E",10,"No Default",10.53,0,10,0.547,32,"Y","N","Y","Gp4","Y","home_improvement","Gp4","No Default"
"1",2500,36,0.1199,83.03,"B",10,"No Default",9.98,3,10,0.801,23,"Y","N","N","Gp4","Y","debt_consolidation","Gp3","No Default"
"1",8000,36,0.1496,277.16,"D",6,"No Default",5.65,1,8,0.741,23,"N","Y","Y","Gp5","N","credit_card","Gp4","No Default"
"1",20000,60,0.1199,444.79,"B",1,"No Default",12.44,2,5,0.17,23,"N","N","N","Gp3","Y","debt_consolidation","Gp2","No Default"
"1",2000,36,0.0988,64.43,"B",2,"No Default",20.95,1,7,0.516,17,"N","N","N","Gp1","N","major_purchase","Gp2","No Default"
"1",10000,36,0.0603,304.36,"A",0,"No Default",23.55,3,19,0.051,31,"N","N","N","Gp2","Y","debt_consolidation","Gp1","No Default"
"1",12800,60,0.1186,197.91,"B",2,"No Default",23.53,1,13,0.749,30,"N","N","Y","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",18000,36,0.1037,583.95,"B",1,"No Default",6.7,1,12,0.089,21,"N","N","Y","Gp5","Y","debt_consolidation","Gp2","No Default"
"1",7500,36,0.1114,246.03,"B",10,"No Default",11.33,1,10,0.816,28,"Y","N","N","Gp5","N","other","Gp5","No Default"
"1",8000,36,0.0729,248.08,"A",3,"No Default",27.18,2,11,0.215,25,"N","N","Y","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",6000,60,0.1929,156.61,"E",10,"No Default",19.49,3,4,0.932,22,"Y","Y","Y","Gp3","Y","debt_consolidation","Gp1","No Default"
"1",11975,36,0.1253,400.76,"B",1,"No Default",22.74,1,13,0.671,27,"N","N","N","Gp2","N","wedding","Gp4","No Default"
"1",3000,36,0.1253,100.4,"C",0,"No Default",10.55,0,4,0.213,5,"N","N","Y","Gp2","N","home_improvement","Gp1","No Default"
"1",3000,36,0.0751,93.34,"A",2,"No Default",17.68,1,10,0,13,"N","N","N","Gp1","N","other","Gp1","No Default"
"1",5000,36,0.0699,154.37,"A",4,"No Default",9.17,1,10,0.122,18,"N","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",25000,60,0.1323,571.78,"C",10,"No Default",10.22,0,9,0.65,30,"Y","N","Y","Gp3","Y","debt_consolidation","Gp5","No Default"
"1",4800,36,0.1411,164.3,"D",2,"No Default",10.64,1,9,0.795,19,"N","N","Y","Gp4","N","home_improvement","Gp4","No Default"
"1",7000,36,0.0699,216.11,"A",5,"No Default",8.67,0,9,0.32,12,"N","N","Y","Gp3","Y","home_improvement","Gp1","No Default"
"1",14400,60,0.1311,238.93,"C",7,"No Default",19.01,0,10,0.74,27,"N","N","Y","Gp3","N","debt_consolidation","Gp4","No Default"
"1",15000,36,0.0888,476.16,"B",4,"No Default",22.2,0,9,0.504,21,"N","N","N","Gp2","Y","debt_consolidation","Gp4","No Default"
"1",24000,36,0.1171,793.83,"B",3,"No Default",13.26,1,8,0.664,33,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","No Default"
"1",1600,36,0.1442,55.02,"D",10,"No Default",19.14,2,4,0.939,8,"Y","N","N","Gp1","N","medical","Gp1","No Default"
"1",10000,36,0.1461,344.76,"D",5,"No Default",10.22,1,7,0.761,21,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",9000,36,0.0662,276.34,"A",10,"No Default",12.93,2,13,0.767,45,"Y","N","Y","Gp5","Y","debt_consolidation","Gp3","No Default"
"1",12000,60,0.0751,161.85,"A",10,"No Default",13.52,3,11,0.244,21,"Y","N","Y","Gp3","N","debt_consolidation","Gp3","No Default"
"1",30100,60,0.1942,787.79,"E",6,"No Default",3.31,3,15,0.057,25,"N","N","Y","Gp5","Y","home_improvement","Gp2","No Default"
"1",17500,60,0.1528,418.91,"D",6,"No Default",18.38,0,5,0.546,8,"N","N","N","Gp1","Y","debt_consolidation","Gp3","No Default"
"1",25000,60,0.1323,359.08,"C",6,"No Default",23.22,1,11,0.505,36,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",3000,36,0.0963,96.29,"A",1,"No Default",6.18,1,6,0.781,21,"N","N","Y","Gp4","N","credit_card","Gp5","No Default"
"1",12000,36,0.0749,313.35,"A",5,"No Default",4.7,0,19,0.171,37,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",5000,36,0.0991,161.13,"B",3,"No Default",7.49,0,9,0.421,17,"N","Y","N","Gp2","Y","other","Gp1","No Default"
"1",10000,60,0.1074,216.13,"B",0,"No Default",9.49,0,9,0.401,32,"N","N","Y","Gp4","N","home_improvement","Gp2","No Default"
"1",12150,36,0.0579,231.25,"A",8,"No Default",8.43,0,8,0.264,18,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"1",3000,36,0.0751,93.34,"A",10,"No Default",19.91,1,14,0.677,27,"Y","N","Y","Gp5","Y","home_improvement","Gp5","No Default"
"1",1500,36,0.1323,50.71,"C",2,"No Default",1.14,2,4,0.766,7,"N","N","N","Gp3","Y","other","Gp1","No Default"
"1",4000,60,0.1361,92.27,"C",7,"No Default",9.95,2,8,0.11,16,"N","N","Y","Gp3","N","debt_consolidation","Gp1","No Default"
"1",8400,36,0.1199,278.97,"B",9,"No Default",17.64,1,11,0.686,22,"N","N","N","Gp3","Y","credit_card","Gp5","No Default"
"1",12000,36,0.1879,438.6,"E",1,"No Default",10.43,1,11,0.991,20,"N","N","N","Gp5","Y","debt_consolidation","Gp3","No Default"
"1",16000,60,0.1595,388.67,"E",3,"No Default",16.4,0,8,0.852,34,"N","N","Y","Gp4","Y","other","Gp4","No Default"
"1",5000,36,0.1596,175.69,"C",2,"No Default",18.53,2,14,0.988,31,"N","N","Y","Gp5","Y","home_improvement","Gp5","No Default"
"1",9000,36,0.0542,271.44,"A",10,"No Default",16.11,1,13,0.209,44,"Y","N","Y","Gp4","N","credit_card","Gp4","No Default"
"1",9000,36,0.1083,293.93,"B",0,"No Default",12.3,2,5,0.512,18,"N","N","N","Gp1","Y","debt_consolidation","Gp4","No Default"
"1",12000,60,0.1465,283.28,"C",9,"No Default",13.68,1,19,0.378,43,"N","N","Y","Gp4","Y","home_improvement","Gp5","No Default"
"1",25000,36,0.1136,822.78,"B",4,"No Default",17.5,0,7,0.783,12,"N","N","N","Gp3","N","wedding","Gp4","No Default"
"1",4000,60,0.1599,97.26,"D",4,"No Default",24.04,3,14,0.28,18,"N","N","N","Gp1","Y","other","Gp2","No Default"
"1",15000,36,0.1459,516.98,"D",3,"No Default",17.77,2,4,0.467,8,"N","N","N","Gp1","N","other","Gp2","No Default"
"1",10000,36,0.1398,341.68,"C",7,"No Default",6.32,1,6,0.368,11,"N","N","N","Gp2","N","debt_consolidation","Gp3","No Default"
"0",9600,36,0.0788,300.3,"A",6,"No Default",18.18,4,7,0.697,14,"N","N","Y","Gp4","N","debt_consolidation","Gp3","No Default"
"1",12000,36,0.1099,392.81,"B",9,"No Default",9.86,0,10,0.714,23,"N","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",1000,36,0.0542,30.16,"A",10,"No Default",28.85,0,19,0.254,44,"Y","N","Y","Gp3","N","major_purchase","Gp5","No Default"
"1",3000,36,0.1059,97.64,"B",4,"No Default",14.49,1,5,0.12,11,"N","N","N","Gp1","Y","major_purchase","Gp1","No Default"
"1",20000,36,0.0691,616.72,"A",5,"No Default",19.81,0,7,0.533,22,"N","N","N","Gp4","Y","house","Gp5","No Default"
"1",6000,60,0.1186,133.05,"B",3,"No Default",12.6,0,12,0.243,15,"N","N","Y","Gp3","N","debt_consolidation","Gp2","No Default"
"1",1800,36,0.1149,59.35,"B",4,"No Default",20.12,1,13,0.838,22,"N","N","N","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",3600,36,0.1171,119.08,"B",7,"No Default",1.98,0,17,0.756,26,"N","N","Y","Gp1","Y","debt_consolidation","Gp1","No Default"
"0",2400,60,0.1817,61.17,"F",3,"No Default",19.48,5,6,0.967,17,"N","N","N","Gp2","Y","other","Gp5","No Default"
"1",5000,36,0.0699,154.37,"A",9,"No Default",13.22,2,13,0.058,23,"N","N","Y","Gp4","N","home_improvement","Gp2","No Default"
"1",6000,36,0.0991,193.35,"B",1,"No Default",11.57,3,6,0.314,10,"N","N","N","Gp2","N","debt_consolidation","Gp2","No Default"
"1",15000,36,0.1537,522.7,"D",5,"No Default",6.52,0,11,0.726,16,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","No Default"
"1",5000,36,0.0714,154.71,"A",0,"No Default",12.81,0,5,0.096,21,"N","N","Y","Gp2","N","other","Gp1","No Default"
"1",6400,36,0.1316,216.13,"C",6,"No Default",17.16,1,13,0.539,30,"N","N","N","Gp4","Y","credit_card","Gp5","No Default"
"1",15000,36,0.1099,491.03,"B",4,"No Default",10.75,0,7,0.173,13,"N","N","N","Gp4","N","debt_consolidation","Gp1","No Default"
"1",12000,36,0.1629,423.61,"D",9,"No Default",14,1,6,0.877,11,"N","N","N","Gp1","Y","credit_card","Gp4","No Default"
"0",4300,36,0.1531,149.71,"D",1,"No Default",5.13,6,11,0.182,25,"N","N","N","Gp3","N","other","Gp1","No Default"
"1",7000,36,0.0662,214.93,"A",5,"No Default",4.41,4,7,0.234,22,"N","N","Y","Gp2","Y","home_improvement","Gp2","No Default"
"1",12000,60,0.0849,246.15,"A",5,"No Default",0.43,0,6,0.092,10,"N","N","Y","Gp2","N","wedding","Gp1","No Default"
"1",10200,36,0.0894,324.07,"A",1,"No Default",0,3,5,0.116,16,"N","N","N","Gp4","N","house","Gp2","No Default"
"1",13500,60,0.1074,291.78,"B",2,"No Default",7.83,2,10,0.063,16,"N","N","Y","Gp2","Y","car","Gp1","No Default"
"0",5000,36,0.1426,171.53,"C",3,"No Default",8.89,6,3,0.766,7,"N","N","Y","Gp2","N","debt_consolidation","Gp1","No Default"
"1",20000,36,0.0691,616.72,"A",5,"No Default",12.65,0,12,0.445,22,"N","N","N","Gp5","Y","credit_card","Gp5","No Default"
"1",7000,36,0.0749,217.72,"A",4,"No Default",16.83,0,14,0.144,24,"N","N","N","Gp4","N","debt_consolidation","Gp2","No Default"
"1",35000,36,0.1523,1217.24,"C",1,"No Default",13.36,1,15,0.689,31,"N","N","Y","Gp5","N","debt_consolidation","Gp5","No Default"
"1",4000,36,0.1426,137.23,"C",3,"No Default",9.92,1,6,0.371,13,"N","N","N","Gp1","N","wedding","Gp2","No Default"
"1",1200,36,0.1392,40.97,"C",0,"No Default",11.87,0,6,0.932,21,"N","N","Y","Gp1","N","home_improvement","Gp3","No Default"
"1",8000,36,0.1037,259.53,"B",3,"No Default",5.53,0,5,0.779,19,"N","Y","N","Gp2","Y","debt_consolidation","Gp3","No Default"
"1",5000,36,0.0714,154.7,"A",3,"No Default",6.31,1,15,0.2,38,"N","N","Y","Gp4","N","medical","Gp2","No Default"
"1",8000,36,0.1273,268.53,"C",10,"No Default",9.49,0,8,0.575,13,"Y","Y","N","Gp2","N","debt_consolidation","Gp4","No Default"
"1",20000,36,0.1361,679.78,"C",10,"No Default",1,2,17,0.335,35,"Y","N","Y","Gp3","Y","debt_consolidation","Gp3","No Default"
"1",8000,36,0.1347,271.39,"C",5,"No Default",4.35,0,7,0.228,14,"N","Y","N","Gp2","Y","major_purchase","Gp1","No Default"
"1",4000,36,0.0542,120.64,"A",10,"No Default",18.08,0,6,0.216,9,"Y","N","N","Gp1","N","house","Gp2","No Default"
"1",5500,60,0.1037,117.87,"B",5,"No Default",6.74,0,7,0.329,10,"N","N","N","Gp2","Y","major_purchase","Gp2","No Default"
"1",14000,60,0.2167,384.05,"F",5,"No Default",2.66,1,4,0.235,17,"N","Y","N","Gp3","Y","small_business","Gp2","No Default"
"1",8000,36,0.0962,256.72,"B",3,"No Default",24.57,0,13,0.482,15,"N","N","N","Gp2","Y","debt_consolidation","Gp3","No Default"
"1",28000,60,0.1099,608.65,"B",7,"No Default",13.81,0,12,0.4,17,"N","N","Y","Gp5","Y","car","Gp2","No Default"
"1",4500,36,0.1186,149.17,"B",2,"No Default",4.74,0,9,0.704,15,"N","N","N","Gp2","N","other","Gp2","No Default"
"1",15000,60,0.1199,333.6,"B",2,"No Default",20.57,0,11,0.503,23,"N","N","Y","Gp3","N","debt_consolidation","Gp3","No Default"
"1",16000,36,0.0788,500.49,"A",10,"No Default",14.97,0,8,0.157,27,"Y","N","Y","Gp4","N","small_business","Gp4","No Default"
"1",25000,60,0.1479,592,"C",10,"No Default",16.84,1,8,0.456,18,"Y","N","N","Gp3","Y","credit_card","Gp3","No Default"
"1",1500,36,0.1242,50.13,"B",0,"No Default",22.19,0,12,0.743,31,"N","N","N","Gp3","Y","other","Gp4","No Default"
"1",6000,36,0.1253,200.8,"C",10,"No Default",10.18,2,6,0.827,15,"Y","N","Y","Gp3","Y","home_improvement","Gp3","No Default"
"1",30000,36,0.079,938.71,"A",9,"No Default",3.03,0,10,0.422,40,"N","N","Y","Gp5","Y","major_purchase","Gp4","No Default"
"1",7000,36,0.0962,224.63,"B",2,"No Default",13.4,0,12,0.848,24,"N","N","Y","Gp4","Y","credit_card","Gp3","No Default"
"1",20000,36,0.1062,651.2,"B",10,"No Default",12.63,0,9,0.406,24,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","No Default"
"1",12000,36,0.1183,397.61,"B",0,"No Default",15.16,0,7,0.582,18,"N","N","N","Gp1","N","debt_consolidation","Gp2","No Default"
"1",10000,36,0.1065,325.74,"B",6,"No Default",11.47,0,7,0.523,10,"N","N","N","Gp1","Y","other","Gp3","No Default"
"1",4600,36,0.1059,149.71,"B",1,"No Default",15.75,0,3,0.169,6,"N","N","N","Gp2","Y","wedding","Gp1","No Default"
"1",18000,60,0.1799,456.99,"E",1,"No Default",10.05,0,9,0.366,30,"N","N","Y","Gp1","Y","debt_consolidation","Gp2","No Default"
"1",5000,36,0.1269,167.73,"B",10,"No Default",7.75,1,5,0.322,25,"Y","N","Y","Gp4","Y","vacation","Gp2","No Default"
